PROPERTY_NUMBER;PROPERTY_TYPE;PROPERTY_ID;PARCEL_ID;TAX_BILL_ID;TAX_YEAR;EFFECTIVE_RATE;TAXSET_DESCR;CLASSIFICATION_ID;CLASSIFICATION_DESCR;TAX_MARKET_TOTAL;NET_TAX_OWED_1ST;NET_TAX_OWED_2ND
541-06-024;800;703347952;54106024;782229140;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1500;35,77;34,06
648-25-063;800;903234014;64825063;782088300;2018;114,881873;Euclid;4000;COMMERCIAL VACANT LAND;1500;30,44;30,44
671-09-019;800;503302707;67109019;781900406;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
671-09-057;800;903302945;67109057;781859034;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
671-19-044;800;103313467;67119044;782230758;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-01-035;800;603315425;67201035;781936081;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-02-002;800;603315722;67202002;781920248;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-02-008;800;303315782;67202008;781932119;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-03-030;800;103317337;67203030;782033004;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;31,62;31,62
672-03-031;800;303317348;67203031;782033003;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;31,62;31,62
672-03-032;800;503317350;67203032;782033002;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;31,62;31,62
672-04-017;800;303317780;67204017;781969422;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-012;800;803319990;67206012;781977497;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-030;800;803320098;67206030;782131619;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-032;800;303320102;67206032;781994309;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-061;800;103320208;67206061;781974011;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-062;800;303320210;67206062;782223031;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-076;800;803320269;67206076;781998856;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-089;800;303320462;67206089;781860290;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-06-106;800;303320525;67206106;782061052;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;31,62;31,62
672-07-038;800;303321407;67207038;781941577;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-07-065;800;203321793;67207065;782105838;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-07-101;800;503321967;67207101;781921073;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-08-031;800;103322143;67208031;781860355;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-08-038;800;203322171;67208038;781911937;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
672-08-041;800;203322180;67208041;781985122;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
673-04-026;800;503336079;67304026;782033468;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
673-07-005;800;803337036;67307005;781983532;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;33,2;31,62
673-07-067;800;603338015;67307067;782048248;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;31,62;31,62
673-12-076;800;203342880;67312076;782110230;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1500;31,62;31,62
004-04-014;800;403283635;00404014;782120579;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;23,39;23,39
004-21-136;800;144416322;00421136;781713810;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;1400;24,56;23,39
006-03-023;800;603331265;00603023;782042843;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;24,56;23,39
105-08-045;800;703349077;10508045;781723227;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;23,39;23,39
107-20-107;800;803412348;10720107;781744647;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;23,39;23,39
109-21-063;800;603459524;10921063;781747068;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;24,56;23,39
110-08-115;800;503470179;11008115;781964241;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;24,56;23,39
121-21-078;800;803706189;12121078;782093025;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;23,39;23,39
121-32-006;800;803707170;12132006;782203981;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;0;0
124-28-013;800;303742427;12428013;782225472;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;24,56;23,39
126-36-063;800;403239940;12636063;781761052;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;23,39;23,39
126-36-086;800;603240194;12636086;781760534;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;24,56;23,39
128-02-022;800;603260723;12802022;781958600;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1400;24,56;23,39
662-28-066;800;803291766;66228066;781947941;2018;103,536333;Richmond Hts.;4000;COMMERCIAL VACANT LAND;1400;26,61;25,36
781-07-014;800;103287646;78107014;782111482;2018;117,525483;Maple Hts.;4000;COMMERCIAL VACANT LAND;1400;30,23;28,79
003-31-030;800;903274694;00331030;782247227;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;1300;21,95;21,95
005-25-017;800;703323661;00525017;781714489;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;1300;23,05;21,95
006-04-021;800;903332348;00604021;781713141;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1300;23,05;21,95
016-18-149;800;103569094;01618149;781918458;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1300;21,95;21,95
109-21-065;800;103459528;10921065;782135753;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1300;23,05;21,95
128-01-003;800;103259296;12801003;782098056;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1300;21,95;21,95
541-06-021;800;503347347;54106021;781820297;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1300;31,04;29,56
004-10-023;800;403287892;00410023;781712635;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;21,04;20,04
004-17-144;800;903294053;00417144;781712408;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;20,04;20,04
006-03-029;800;703331302;00603029;781915191;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;21,04;20,04
106-22-004;800;303387926;10622004;781948077;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;21,04;20,04
107-16-025;800;103408210;10716025;782247429;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;21,04;20,04
107-16-190;800;203409606;10716190;782257603;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;21,04;20,04
110-04-130;800;903466709;11004130;781746916;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;21,04;20,04
119-09-034;800;103655998;11909034;781737861;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;20,04;20,04
126-14-050;800;603227378;12614050;781760502;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1200;20,04;20,04
213-11-055;800;903679280;21311055;781783364;2018;70,44696;Westlake;4000;COMMERCIAL VACANT LAND;1200;14,8;14,8
541-06-019;800;803347341;54106019;782093479;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1200;28,34;26,99
543-13-004;800;403381537;54313004;782223463;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1200;28,34;26,99
107-11-037;800;703401196;10711037;782110543;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;1100;19,54;18,61
107-16-149;800;603409430;10716149;781744404;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1100;19,54;18,61
118-29-051;800;203645253;11829051;782262594;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1100;19,54;18,61
008-09-076;800;303392534;00809076;782153165;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
101-12-004;800;503289315;10112004;782004855;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-12-007;800;403289323;10112007;782003406;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-12-302;800;868396067;10112302;782156949;2018;95,437969;Cleveland;4110;HOTELS;1000;16,7;16,7
101-23-072G;800;995709359;10123072G;782167956;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-072H;800;2035976011;10123072H;782167955;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-072I;800;998358643;10123072I;782167954;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-072J;800;1479158501;10123072J;782167953;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-085H;800;1607714477;10123085H;782167946;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-085I;800;1829227534;10123085I;782167945;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-100H;800;2003956008;10123100H;782167940;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-100I;800;414835967;10123100I;782167939;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-100J;800;1937401669;10123100J;782167938;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-100K;800;495545906;10123100K;782167937;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-100L;800;1537575588;10123100L;782167936;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-100M;800;439072604;10123100M;782167935;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-23-100N;800;2081033371;10123100N;782167934;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-24-008;800;1803607381;10124008;782025602;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
101-26-077;800;203292174;10126077;782029174;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);1000;16,7;16,7
101-26-406;800;487166110;10126406;782029171;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);1000;16,7;16,7
101-29-317;800;1370413358;10129317;781919887;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);1000;17,54;16,7
102-22-060;800;120321313;10222060;782116049;2018;95,437969;Cleveland;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);1000;16,7;16,7
103-12-065;800;103315744;10312065;781721442;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
103-26-009;800;803323464;10326009;781914834;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
103-34-018;800;716640444;10334018;781722620;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);1000;16,7;16,7
103-34-019;800;274931270;10334019;781722619;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);1000;16,7;16,7
104-21-021;800;503341551;10421021;781721511;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
104-21-151;800;303342233;10421151;781720954;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
104-23-071;800;903342878;10423071;781956457;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
105-22-037;800;903353930;10522037;782080393;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
105-33-041;800;303368594;10533041;781750768;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
106-04-102;800;903374468;10604102;782232472;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;1000;16,7;16,7
110-13-007;800;703472845;11013007;782113911;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
110-13-008;800;203472849;11013008;782113910;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
110-13-060;800;803473143;11013060;782113909;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
115-18-016;800;303581381;11518016;782238693;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
115-18-017;800;703581385;11518017;782238692;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
115-21-087;800;903582872;11521087;781735093;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
115-22-073;800;603583724;11522073;781735124;2018;95,437969;Cleveland;4094;DORMITORIES;1000;17,54;16,7
118-23-163;800;703638292;11823163;782244221;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
118-24-046;800;803638698;11824046;781737739;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
118-29-116;800;303645578;11829116;782262595;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
118-34-092;800;503647650;11834092;781945505;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
119-25-303;800;727822341;11925303;782014237;2018;95,437969;Cleveland;4110;HOTELS;1000;17,54;16,7
119-26-065;800;903664709;11926065;781991729;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
119-26-068;800;903664718;11926068;782082496;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
119-32-171;800;103671082;11932171;781737500;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
119-32-172;800;503671086;11932172;781737501;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
120-01-108;800;203673549;12001108;781967175;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
120-06-044;800;903678254;12006044;781979338;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
120-29-058;800;1793975580;12029058;782204237;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
121-20-027;800;103703536;12120027;781740286;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
121-21-031;800;503705745;12121031;781741021;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
124-26-030;800;103742029;12426030;781767030;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
126-02-078;800;103222207;12602078;781760225;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
126-02-079;800;403222210;12602079;781760226;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
126-02-087;800;503222229;12602087;782004129;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;17,54;16,7
126-02-091;800;603222239;12602091;781947405;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
126-04-102;800;703224022;12604102;782180108;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
130-18-133;800;103323871;13018133;782241206;2018;95,437969;Cleveland;4010;APARTMENTS 7-19 (WALK-UP);1000;17,54;16,7
132-25-191;800;603367256;13225191;782161619;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;1000;16,7;16,7
236-18-016;800;103296151;23618016;781771114;2018;102,331189;North Olmsted;4000;COMMERCIAL VACANT LAND;1000;18,81;17,91
303-02-006;800;703410763;30302006;782206278;2018;101,872604;Rocky River;4090;APARTMENTS 1-6 UNITS;1000;17,83;17,83
453-17-036;800;703680160;45317036;781900819;2018;86,44072;Parma;4000;COMMERCIAL VACANT LAND;1000;15,13;15,13
541-06-018;800;603347339;54106018;782081791;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1000;23,62;22,49
546-16-047;800;1502746132;54616047;781906697;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1000;23,62;22,49
546-29-028;800;603442460;54629028;781849842;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1000;23,62;22,49
546-29-029;800;803442462;54629029;781849843;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1000;23,62;22,49
546-29-030;800;203442465;54629030;781849844;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1000;23,62;22,49
546-29-031;800;603442469;54629031;781849845;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;1000;23,62;22,49
672-07-029;800;703321366;67207029;781965234;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1000;21,93;20,88
672-07-106;800;203321982;67207106;781965233;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;1000;21,93;20,88
703-13-034;800;103522726;70313034;782086215;2018;108,651304;South Euclid;4000;COMMERCIAL VACANT LAND;1000;19,01;19,01
741-24-020;800;503216928;74124020;781922626;2018;77,928508;Beachwood;4070;APARTMENTS 40 OR MORE UNITS (ELEVATOR);1000;14,32;13,64
742-29-013;800;703235866;74229013;781880412;2018;77,928508;Beachwood;4000;COMMERCIAL VACANT LAND;1000;14,32;13,64
814-27-011;800;603478343;81427011;781891049;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;1000;17,11;17,11
862-11-067;800;603557957;86211067;782079268;2018;88,969525;Mayfield Hts.;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);1000;15,57;15,57
901-03-033;800;352104625;90103033;782143585;2018;80,677205;Orange;4000;COMMERCIAL VACANT LAND;1000;14,12;14,12
023-22-014;800;303737198;02322014;781722751;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;900;15,27;15,27
102-18-029;800;903300722;10218029;782028680;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;900;15,27;15,27
109-15-029;800;103451860;10915029;781746359;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;900;16,04;15,27
121-21-025;800;703705702;12121025;782167340;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;900;15,27;15,27
124-18-003;800;603739514;12418003;782165191;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;900;16,04;15,27
124-19-032;800;403739962;12419032;781766879;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;900;16,04;15,27
139-05-001;800;703505119;13905001;781755127;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;900;16,04;15,27
103-21-050;800;803319423;10321050;782149226;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);800;13,36;13,36
118-09-117;800;903630347;11809117;782199268;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;800;14,03;13,36
118-23-161;800;303638288;11823161;782057038;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;800;14,03;13,36
118-23-164;800;103638295;11823164;782261486;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;800;13,36;13,36
118-23-171;800;203638323;11823171;782064314;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;800;14,03;13,36
132-11-050;800;603352766;13211050;782007613;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;800;14,03;13,36
137-04-015;800;803453568;13704015;782032107;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;800;14,03;13,36
811-09-004;800;403437634;81109004;781897366;2018;97,725074;Bedford;4000;COMMERCIAL VACANT LAND;800;14,37;13,68
119-06-002;800;103654765;11906002;781738373;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;700;12,53;11,93
126-14-084;800;103227688;12614084;781759976;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;700;11,93;11,93
138-07-002B;800;403484173;13807002B;781753222;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;700;12,53;11,93
003-35-048;800;103278817;00335048;781712292;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;600;10,02;10,02
101-36-014;800;603294815;10136014;782085084;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;600;10,02;10,02
119-07-067;800;729263028;11907067;781737806;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;600;10,52;10,02
126-25-069;800;903233501;12625069;781760791;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;600;10,02;10,02
009-10-042;800;503409978;00910042;782146159;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
103-21-125;800;403320463;10321125;781720456;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
103-22-084;800;303320822;10322084;781721065;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;8,59;8,59
104-21-111;800;503341983;10421111;781720936;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
106-09-128;800;103379041;10609128;782231516;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
107-02-025;800;603391124;10702025;781923333;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
109-19-047;800;403457128;10919047;782122327;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
109-19-139;800;303457883;10919139;782122325;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
115-04-086;800;503570736;11504086;781734133;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
118-34-030;800;203647215;11834030;781738056;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
119-30-002;800;603667883;11930002;781739082;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;8,59;8,59
121-21-073;800;203706156;12121073;781952940;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;8,59;8,59
124-03-052;800;403733446;12403052;781766409;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;8,59;8,59
124-25-046;800;503741862;12425046;781767011;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
126-14-122;800;803228100;12614122;781760003;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
126-27-063;800;403234000;12627063;782253779;2018;95,437969;Cleveland;4090;APARTMENTS 1-6 UNITS;500;9,02;8,59
126-35-024;800;903239036;12635024;781761002;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;9,02;8,59
126-36-001;800;903239558;12636001;782089767;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;500;8,59;8,59
312-34-021;800;303515141;31234021;781797226;2018;115,023103;Lakewood;4000;COMMERCIAL VACANT LAND;500;10,88;10,36
361-09-017;800;203723517;36109017;781790294;2018;93,140789;Berea;4000;COMMERCIAL VACANT LAND;500;8,38;8,38
361-09-035;800;894410450;36109035;781790293;2018;93,140789;Berea;4000;COMMERCIAL VACANT LAND;500;8,8;8,38
473-20-009;800;803213394;47320009;781832048;2018;89,181136;Parma Hts.;4000;COMMERCIAL VACANT LAND;500;8,43;8,03
474-28-002;800;703230160;47428002;781823671;2018;89,181136;Parma Hts.;4000;COMMERCIAL VACANT LAND;500;8,03;8,03
107-16-019;800;703408189;10716019;782147650;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;400;7,02;6,68
118-01-010;800;403623169;11801010;782195686;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;400;7,02;6,68
126-02-048;800;603222050;12602048;781760215;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;400;7,02;6,68
126-02-049;800;803222052;12602049;782245279;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;400;7,02;6,68
126-36-009;800;703239583;12636009;781760483;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;400;6,68;6,68
136-11-014;800;103440475;13611014;782183411;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;400;7,02;6,68
372-02-017;800;503240544;37202017;781816524;2018;84,713179;Middleburg Hts.;4000;COMMERCIAL VACANT LAND;400;5,93;5,93
542-11-003;800;903367223;54211003;781821195;2018;128,531053;Garfield Hts.;4000;COMMERCIAL VACANT LAND;400;9,44;8,99
019-03-075;800;203633112;01903075;781968091;2018;95,437969;Cleveland;4080;APARTMENTS 40 OR MORE UNITS (GARDEN);300;5,25;5,25
119-27-064;800;503665155;11927064;782029089;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;300;5,25;5,25
641-28-001;800;203670975;64128001;782158594;2018;114,881873;Euclid;4000;COMMERCIAL VACANT LAND;300;6,32;6,32
012-19-075;800;703478551;01219075;781706619;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;200;3,51;3,34
119-25-302;800;653806898;11925302;782014238;2018;95,437969;Cleveland;4110;HOTELS;200;4,01;3,82
122-28-009;800;803714829;12228009;781740844;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;200;3,51;3,34
001-25-063;800;903230711;00125063;782261565;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;100;1,9;1,9
101-26-044;800;403291861;10126044;782052228;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;100;2;1,9
103-12-035;800;803315625;10312035;781722048;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;100;2;1,9
103-12-036;800;303315629;10312036;781722049;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;100;2;1,9
103-12-064;800;603315740;10312064;781996617;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;100;2;1,9
107-21-015;800;203412459;10721015;781999095;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;100;2;1,9
119-30-009;800;703667920;11930009;781739085;2018;95,437969;Cleveland;4000;COMMERCIAL VACANT LAND;100;2;1,9
264-21-012;800;703337071;26421012;781948842;2018;97,28997;Olmsted Township;4000;COMMERCIAL VACANT LAND;100;2,05;1,95
396-07-079;800;903366755;39607079;782168316;2018;74,355749;Strongsville;4000;COMMERCIAL VACANT LAND;100;1,57;1,49
673-07-028;800;503337132;67307028;782036442;2018;119,31843;East Cleveland;4000;COMMERCIAL VACANT LAND;100;2,38;2,38
